,Number,Clean data
728,729,nisei male born august lo angel california grew lo angel parent ran nurseri busi dure world war ii
729,730,nisei femal born august seattl washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp
730,731,sansei male born decemb brogan oregon grew primarili watsonvil california area parent ran farm expo
731,732,nisei femal born juli spark nevada grew spark father work machinist southern pacif railroad
732,733,nisei male born may clarksburg california grew clarksburg parent ran farm dure world war ii remov
733,734,nisei male born novemb princ rupert british columbia canada grew princ rupert remov japanes canadian
734,735,nisei male born octob heber california imperi valley grew boyl height receiv draft notic one day
735,736,nisei male born novemb lo angel california dure world war ii remov santa anita assembl center california heart
736,737,sansei male born march winter california grew winter area parent work farm run
737,738,roger shimomura paint print theater piec address sociopolit issu asian america the inspir mani work diari kept
738,739,nisei femal born juli dominguez hill california grew dominguez hill parent ran farm dure world war ii remov
739,740,nisei male born april yuba citi california grew elk grove california after bomb pearl harbor move famili
740,741,keiko shinmoto father migrat hiroshima portland oregon brother owner groceri store after return hiroshima see
741,742,sansei male japanes canadian playwright stage director taiko artist he founder current artist director minneapoli minnesota base asian
742,743,nisei male born august area spokan washington known hillyard grew multiethn hillyard area parent
743,744,nisei femal born termin island california grew termin island father fisherman after bomb pearl harbor father
744,745,sansei femal grew san diego california
745,746,nisei male born septemb monterey california grew wilmington neighborhood lo angel father fisherman dure world
746,747,nisei male born decemb lo angel california grew california parent ran success groceri store busi dure world war
747,748,nisei male born june lo angel california grew lo angel area parent own flower shop dure world
748,749,white femal born june lo angel california fourth grade teacher manzanar concentr camp california
749,750,jewish femal born januari seattl washington mother immigr u age six russia father born lithuania alic
750,751,white femal born texa grew la vern california famili activ church brother dure world
751,752,born februari lakeland florida left home age fourteen live educ supervis dr william h gray jr attend
752,753,
753,754,nisei femal born may portland oregon grew small town brook oregon parent ran farm prior
754,755,white femal born june minneapoli minnesota grew lo angel california attend ucla dure world war ii recruit teach
755,756,nisei femal born juli wapato washington grew wapato famili ran farm wa attend univers washington
756,757,ana tanaka dr kyle kinoshita led convers joy misako st germain detail becam involv jacl becam seattl
757,758,nisei femal born decemb la crescenta california grew california father oper flower busi dure world war ii remov
758,759,white femal born april union town kansa grew california parent move young dure world war ii
759,760,nisei femal born decemb seattl washington dure world war ii remov famili puyallup assembl center washington minidoka
760,761,nisei male born april brawley california follow bomb pearl harbor father arrest fbi mother
761,762,nisei male born octob watsonvil california follow bomb pearl harbor remov salina assembl center california poston
762,763,nisei femal born septemb lo angel california grew venic california marri world war ii remov
763,764,nisei male born decemb alameda california grew alameda dure world war ii remov manzanar concentr camp california while
764,765,nisei femal born juli osco flaco california grew pismo beach california dure world war ii move farm labor
765,766,nisei male born august chicago illinoi grew primarili lo angel california parent ran restaur after bomb
766,767,nisei male born august lo angel california grew lo angel area prior world war ii after bomb
767,768,nisei male born octob bainbridg island washington remov manzanar concentr camp california draft u armi return
768,769,nisei male born may bainbridg island washington grew bainbridg parent ran strawberri farm dure world war ii remov
769,770,niseihan male born januari portland oregon father work railroad dure world war ii remov portland assembl center
770,771,nisei male born octob seattl washington grew seattl washington incarcer puyallup assembl center washington
771,772,nisei femal may grew half moon bay california dure world war ii remov tanforan assembl center california
772,773,nisei femal novemb seattl washington father establish one largest oyster compani unit state prior world war ii
773,774,nisei male born februari seattl washington at age ten sent japan live attend school return seattl prior
774,775,caucasian male born may new london connecticut move frequent adolesc sinc father u navi attend high school
775,776,japanes femal born kagoshima japan dure world war ii serv nurs japanes armi jakarta japan after
776,777,nisei male born februari selma california draft prior world war ii dure war serv militari intellig servic
777,778,sansei male born editor nichi bei time oldest japanes american bilingu newspap northern california son draft resist
778,779,nisei femal born spokan washington spent childhood downtown spokan parent ran orient laundri famili activ methodist episcop
779,780,nisei male born februari brawley california grew el centro california parent ran farm dure world war ii
780,781,nisei male born may auburn california grew sacramento valley parent ran farm dure world war ii remov
781,782,nisei male born decemb grew half moon bay california dure world war ii remov tanforan assembl center california
782,783,nisei femal born juli petersburg alaska both mother father jail petersburg bomb pearl harbor incarcer
783,784,nisei male born octob seattl washington grew seattl father promin member japanes garden associ dure
784,785,nisei femal born april grew bainbridg island washington wa work maid seattl japan bomb pearl harbor
785,786,nisei male born octob sacramento california dure world war ii draft poston concentr camp arizona serv
786,787,nisei male born june alameda california grew alameda father garden after bomb pearl harbor move
787,788,sansei femal born januari topaz concentr camp utah after leav camp famili return alameda california live
788,789,nisei male born june san jose california a teenag move famili west lo angel father garden
789,790,nisei femal grew west lo angel california parent farm dure world war ii remov manzanar concentr camp california left camp
790,791,nisei male born april san diego california prior world war ii father work fisherman mother work
791,792,sansei femal born august bellevu washington rais famili farm bellevu washington prior world war ii wa incarcer
792,793,nisei male born septemb bainbridg island washington dure world war ii remov manzanar concentr camp california after war join
793,794,nisei male born octob bainbridg island washington parent strawberri farmer world war ii after bomb pearl harbor remov
794,795,nisei femal born novemb florin california grew florin parent oper farm just prior world war ii attend
795,796,nisei male born august san mateo california dure world war ii remov famili tanforan assembl center california
796,797,sansei femal born june lo angel california famili remov poston concentr camp arizona resettl denver colorado world war
797,798,nisei femal born april alameda california grew alameda father ran garden busi dure world war ii famili
798,799,sansei femal born februari san francisco california grew san francisco japantown dure world war ii remov tanforan assembl
799,800,nisei femal born januari seattl washington grew south park area south seattl parent ran farm dure
800,801,nisei male born decemb lo angel california parent own oper restaur father pas away prior onset world
801,802,nisei male born april troutdal oregon grew sever area oregon parent ran farm start groceri busi
802,803,sansei femal born april portland oregon dure world war ii move infant famili portland assembl center oregon
803,804,sansei male born may oakland california receiv law degre uc berkeley in serv member pro
804,805,nisei male born eatonvil washington grew nearbi tacoma washington wa boston attend medic school world war ii start
805,806,nisei male born hanapep kauai hawaii grew hanapep father work plantat volunt armi prior
806,807,nisei male born august osaka japan attend colleg univers washington remov puyallup assembl center
807,808,nisei male born august portland oregon grew portland father physician japantown wa attend colleg prior
808,809,nisei male born st loui missouri dure world war ii serv nd regiment combat team itali franc
809,810,nisei femal born februari one four sister grew near lo angel california parent ran nurseri busi follow bomb
810,811,nisei femal born octob san lui obispo california grew san lui obispo parent farm dure world war ii remov
811,812,nisei male born januari sacramento california grew sacramento parent ran farm dure world war ii remov
812,813,nisei male born februari watsonvil california draft militari bomb pearl harbor volunt militari intellig servic
813,814,nisei femal born june sacramento california dure world war ii remov sacramento assembl center california tule lake concentr
814,815,male isseihan born april japan a infant came u parent previous immigr famili ran hotel
815,816,nitengosei half nisei half sansei femal born june seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho
816,817,nisei femal born februari portland oregon after lose mother age two went live swedish famili age nine
817,818,nisei male born june marysvil california grew marysvil california eventu move gridley california after bomb pearl harbor
818,819,nisei femal born januari hilo hawaii grew hilo move japan attend school japan return
819,820,in interview ana tanaka led convers bill tashima bill spoke grow cleveland ohio earli involv jacl
820,821,nisei male born august lawndal california serv nation redress director japanes american citizen leagu jacl involv
821,822,nisei male born march san francisco california spent difficult childhood year san francisco care guardian famili live
822,823,nisei femal born may seattl washington grew seattl dure world war ii remov puyallup assembl center washington
823,824,white male born februari hollywood california grew oregon famili move big pine california prior world war ii
824,825,issei male born march kure japan immigr parent seattl child parent ran sever hotel apart build
825,826,nisei femal born june lo angel california place adopt live orphanag japan bomb pearl harbor
826,827,nisei male born januari kyoto japan came unit state young child parent move frequent child due
827,828,nisei male born may grew milwauki oregon parent ran farm dure world war ii remov portland assembl
828,829,issei femal born hiroshima japan graduat shintoku jikka girl high school marri mr shizuto terao issei return japan temporarili
829,830,kibei femal born octob san francisco california at age three sent live grandfath receiv educ fukuoka japan after
830,831,nisei male japanes scottish descent born hilo hawaii volunt serv japanes american nd regiment combat team headquart
831,832,white male born august chicago illinoi lost father earli age move lo angel california while lo angel
832,833,nisei femal born april seattl washington grew seattl father truck driver mother japanes languag
833,834,nisei femal born decemb albuquerqu new mexico when world war ii broke famili live california to avoid
834,835,nisei male born juli near san jose grew salina california went japan age thirteen studi
835,836,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima
836,837,nisei femal born septemb naha okinawa nisei mother born hawaii father mainland japan father kill
837,838,nisei male born januari selleck washington grew selleck log camp move famili seattl washington high
838,839,nisei femal born decemb portland oregon incarcer portland assembl center oregon minidoka concentr camp idaho resettl first denver
839,840,nisei male born august alameda california grew alameda father ran food whole busi wa high school
840,841,nisei femal born august alameda california had twin sister infant adopt mother cousin husband
841,842,nisei male born august isleton california grew isleton father oper restaur attend colleg studi engin world
842,843,nisei male born februari odel oregon grew odel parent ran farm dure world war ii remov
843,844,nisei male born februari san pedro california grew termin island california father ran sever success store dure world war
844,845,nisei male born juli fowler california at earli age move famili fresno california dure world war ii remov
845,846,nisei male born decemb kent washington becam interest music junior high school play variou music group upon graduat
846,847,nisei male born februari auburn washington grew auburn father work great northern railroad famili also
847,848,nisei femal born decemb selma california grew parlier californa famili work farm after bomb pearl
848,849,sansei femal born februari manzanar concentr camp california prior war father issei curat
849,850,nisei femal born rais hawaii after bomb pearl harbor father arrest fbi the rest famili
850,851,nisei male born june everett washington grew primarili hillsboro oregon famili ran produc busi farm dure world
851,852,nisei male born june hillsboro oregon grew hillsboro parent ran produc busi farm dure world war ii
852,853,nisei male born februari westport oregon grew portland oregon dure world war ii remov minidoka concentr camp idaho
853,854,nisei male born decemb honolulu hawaii dure world war ii member varsiti victori volunt serv
854,855,nisei male born april incarcer heart mountain concentr camp wyom draft militari age eighteen after world war
855,856,nisei femal born juli salina california grew salina father ran success farm in move famili
856,857,nisei femal born may san francisco california grew san francisco marri world war ii dure war
857,858,kibei femal born may hollywood area lo angel california sent japan live rel thirteen month
858,859,nisei male born may seattl washington spent much childhood japan return u age fifteen began
859,860,
860,861,sansei femal born daughter ayam georg tsutakawa
861,862,yonsei male born grandson ayam georg tsutakawa
862,863,yonsei femal born granddaught ayam georg tsutakawa
863,864,nisei male born march florin california grew florin parent ran farm follow bomb pearl harbor remov
864,865,nisei male born june florin california grew florin parent ran farm follow bomb pearl harbor remov
865,866,nisei male born april calexico california grew orang counti area draft armi world war ii
866,867,nisei male born juli portland oregon grew portland move denver colorado father baptist minist
867,868,nisei femal born march olaa hawaii grew olaa famili move hawaii world war ii attend high
868,869,nisei male born april pauilo hawaii live japan settl mainland upon return
869,870,kibei male born decemb pendleton oregon father pas away earli age henri taken mother sever sibl
870,871,sansei male born januari worland wyom graduat harvard colleg went earn ma american histori
871,872,nisei male born may sacramento california grew sacramento parent ran success farm draft militari
872,873,nisei male born octob florin california small commun outsid sacramento california lost father earli age rais
873,874,nisei male grew lo angel california dure world war ii remov granada amach concentr camp colorado famili volunt
874,875,nisei femal born april seattl washington intern district at earli age becam activ japanes baptist church parent own
875,876,nisei femal born may newcastl california grew newcastl parent ran ranch dure world war ii remov
876,877,nisei male born februari sacramento california at young age sent japan sever year return age six
877,878,nisei male born novemb oakland california grew oakland remov tanforan assembl center california topaz
878,879,nisei male grew lo angel california famili move fresno area avoid go camp still sent
879,880,nisei male born januari olympia washington rais washington attend univers wisconsin graduat earn medic
880,881,nisei femal born sacramento california grew small town penryn california mother barber dure world war ii
881,882,nisei femal born juli rais stockton california dure world war ii remov senior year colleg pacif stockton california
882,883,nisei male born januari oakland california grew lo angel area father start fish cake factori attend ucla
883,884,sansei male son grayc uyehara hiroshi uyehara grew philadelphia pennsylvania parent activ numer japanes american commun activ graduat
884,885,nisei male born decemb dure world war ii serv militari intellig servic new caledonia guadalcan
885,886,sansei femal born pasadena california parent incarcer manzanar concentr camp california gila river concentr camp arizona world
886,887,nisei male born novemb yakima washington spent two year childhood japan return seattl becam activ particip
887,888,nisei femal born januari fresno california grew fresno area parent farm grape dure world war ii remov
888,889,nisei femal born decemb california grew watt california parent ran groceri busi dure world war ii remov
889,890,nisei male born juli redland california spend childhood redland japan bomb pearl harbor decemb dure world war
890,891,nisei femal born novemb berkeley california grew berkeley father ran laundri busi graduat school open
891,892,issei femal born march binmanji japan grew marri japan immigr husband canada eventu settl
892,893,sansei male born novemb reno nevada parent resettl leav concentr camp topaz utah rohwer arkansa
893,894,sansei male born august lo angel california in interview discus father life nisei soldier nd
894,895,nisei male born juli hawthorn california grew hawthorn parent ran flower grow busi dure world war ii remov
895,896,nisei male born decemb guadalup california grew santa monica california father fisherman famili move termin island
896,897,nisei male born januari reedley california grew reedley parent ran farm after bomb pearl harbor
897,898,nisei femal born august bellevu washington grew bellevu parent ran farm dure world war ii remov
898,899,nisei male born juli platevil colorado grew fort lupton colorado parent ran farm continu farm fort lupton
899,900,male japanes chine american descent born honolulu hawaii graduat hawaii pacif univers enlist u armi
900,901,nisei femal born august brawley california grew town niland california follow bomb pearl harbor move along
901,902,yonsei femal born champaign illinoi father famili canada mother japan patern grandpar incarcer tashm
902,903,nisei femal born august seattl washington spent prewar year burlington washington wa start colleg incarcer tule lake concentr
903,904,nisei male born februari exet california spent prewar childhood visalia california draft prior world war ii serv activ
904,905,nisei femal grew bainbridg island washington dure world war ii remov famili manzanar concentr camp california transfer
905,906,nisei femal born venic california grew lawndal california parent farm dure world war ii remov santa anita assembl
906,907,nisei male born august walnut grove california grew walnut grove parent own oper restaur room hous
907,908,born chicago illinoi dure redress movement work depart justic offic redress administr os establish identifi
908,909,nisei femal born septemb san jose california grew cupertino california attend san jose state colleg world war ii broke
909,910,nisei male born decemb seattl washington grew near nihonmachi area seattl incarcer puyallup assembl center washington
910,911,nisei femal born juli rais bainbridg island washington remov manzanar concentr camp california world war ii left camp
911,912,nisei femal born may chico california grew chico parent ran produc store wa colleg japan bomb
912,913,nisei male born august san francisco california grew san francisco father work execut secretari japanes
913,914,nitengosei niseisansei male born may tacoma washington spent earli childhood kent washington remov famili pinedal assembl
914,915,nisei male born januari manzanar concentr camp california after world war ii left camp famili lo angel area
915,916,sansei femal born chicago illinoi grew hear stori parent wartim experi santa anita assembl center manzanar
916,917,nisei femal born novemb stockton california rais brentwood california incarcer gila river arizona graduat high school
917,918,white femal born rais lone pine california town near manazanar concentr camp establish
918,919,nisei femal born novemb seattl washington famili live leavenworth washington move west coast after outbreak world
919,920,male japanes european ancestri born juli millersburg indiana grew famili farm indiana michigan becam licens
920,921,white femal born arkansa dure world war ii father project director rohwer concentr camp arkansa dorothi along
921,922,nisei femal born juli boyl height california father ran wholesal groceri busi dure world war ii remov manzanar
922,923,white femal daughter walt milli woodward publish the bainbridg review world war ii sole newspap west
923,924,white male born februari seattl washington copublish wife milli editor newspap the bainbridg review dure
924,925,nisei male born june san francisco california dure world war ii remov pomona assembl center california heart mountain
925,926,nisei femal born juli san juan bautista california rais watsonvil california marri prior world war ii dure war
926,927,nisei male born juli kelton utah grew kelton father work railroad after bomb pearl harbor
927,928,nisei male born decemb tacoma washington grew nearbi town fife washington parent ran farm dure world
928,929,nisei male born novemb spokan washington spent childhood downtown spokan parent ran world hotel father also work
929,930,nisei male born april serv militari intellig servic postwar occup japan
930,931,nisei male born island kauai hawaii volunt militari servic shortli graduat high school serv nd regiment
931,932,nisei femal born august thoma washington grew thoma parent ran groceri store farm after bomb
932,933,femal child issei parent born juli fukuoka japan mother two older nisei brother visit rel name mitsuy mei
933,934,sansei male born may chicago illinoi parent nisei sent concentr camp poston arizona manzanar tule lake california
934,935,kathi yamaguchi pseudonym born sansei daughter homemak garden met incarcer camp
935,936,nisei male born spreckel california soon minoru born father decid move famili japan live japan world
936,937,nisei femal born octob seattl washington grew snoqualmi washington father work weyerhaeus compani war dure
937,938,nisei male born octob grew san jose california father farm oper incarcer pomona assembl center
938,939,nisei male born march lo angel california grew variou citi california live harbor citi california
939,940,nisei male born march san jose california dure world war ii remov santa anita assembl center california heart
940,941,nisei femal born octob fresno california grew watsonvil california help famili strawberri farm after bomb pearl harbor
941,942,sansei male born honolulu hawaii attend law school uc berkeley california becam involv asian law caucu after graduat return
942,943,nisei femal born march sacramento california father own oper restaur mother taught japanes languag school dure world war
943,944,nisei femal born august redondo beach california rais california mass remov parker dam assembl center arizona later
944,945,nisei male born march sanger california grew santa monica california parent ran farm dure world war ii remov
945,946,nisei femal born januari wapato washington famili oper truck farm follow bomb pearl harbor remov north portland
946,947,nisei femal born octob lo angel california grew lo angel father garden busi dure world war ii
947,948,nisei male born septemb spokan washington spent childhood spokan parent oper downtown spokan hotel father work
948,949,nisei male born august volunt militari march dure war serv militari intellig servic head
949,950,nisei femal born may spreckel california move frequent famili child eventu settl gilroy california after bomb
950,951,nisei male born februari lo angel california age three japan bomb pearl harbor remov famili poston
951,952,nisei male born march lo angel california grew boyl height area father ran pharmaci dure world war
952,953,nisei femal born februari lo angel california when mother pas away war went live famili friend father
953,954,nisei male born april san francisco california went japan famili young age return san francisco
954,955,nisei male born decemb hawaii wa alreadi armi japan bomb pearl harbor decemb serv
955,956,kibei male born born septemb hawaii move famili hiroshima age three return fresno area
956,957,nisei male born januari seattl washington spent prewar childhood south park belltown area seattl incarcer puyallup assembl
957,958,nisei male born februari caldwel idaho in earli sent brother live shonien orphanag lo angel
958,959,nisei male born june lima peru parent origin immigr peru okinawa japan dure world war ii remov famili
959,960,sansei femal born may lo angel california dure world war ii sent manzanar concentr camp california parent
960,961,nisei male born februari seattl washington grew hollywood california live japan bomb pearl harbor
961,962,nisei male born januari seattl washington grew seattl washington finish high school bellingham washington famili move father
962,963,nisei male born novemb grew bainbridg island washington dure world war ii remov manzanar concentr camp california later transfer
963,964,nisei male born februari kent washington grew nearbi town auburn parent ran farm famili involv
964,965,nisei male born decemb torranc california grew lo angel area parent ran farm after bomb
965,966,nisei femal born januari lo angel california grew lo angel parent ran florist shop dure world war ii
966,967,nisei femal born octob westmorland california grew imperi valley remov famili poston concentr camp
967,968,nisei male born juli grew lo angel area father buddhist minist attend medic school world war
968,969,sansei male born april cincinnati ohio shortli afterward move parent hiroshima japan father work atom bomb casualti
969,970,nisei femal born februari oakland california grew oakland remov tanforan assembl center california topaz
970,971,sansei male born juli washington dc grew washington dc area volunt armi serv germani rais
971,972,sansei male born juli fort lupton colorado compil extens famili histori detail parent particip voluntari evacu milpita california
972,973,nisei femal born august san francisco california grew san francisco japantown neighborhood father ran carpentri busi dure world
973,974,nisei male born decemb hood river oregon grew hood river father uncl ran store dure world war
974,975,nisei male born octob hood river oregon earn law degre univers oregon law school practic law
975,976,nisei femal born septemb south pasadena california grew lo angel california dure world war ii remov santa anita
976,977,nisei male born may seattl washington father employ u immigr natur servic interpret twenti year separ
977,978,nisei male born june seattl wa father employ u immigr natur servic interpret twenti year
978,979,sansei femal born april berkeley california dure world war ii parent incarcer tanforan assembl center california topaz
979,980,sansei femal daughter guntaro kubota issei immigr one leader heart mountain fair play committe incarcer heart mountain
980,981,kibei male born januari kahuku hawaii move japan famili age six attend school japan work
981,982,nisei male born june turlock california grew cortez california area dure world war ii remov merc
982,983,niseihan male born june maui hawaii grew small villag sugar plantat play footbal high school transfer
983,984,nisei male born march hollywood california after bomb pearl harbor famili move sanger california avoid mass remov
984,985,nisei male born april seattl washington parent immigr japan earli attend bailey gatzert elementari school washington middl
985,986,sansei male born april salina california grew watsonvil california father parent farm after bomb pearl harbor remov
986,987,nisei male born juli tacoma washington live tacoma year move famili redwood citi california
987,988,nisei femal born june central point oregon while elementari school sent live foster famili medford oregon wa
988,989,nisei femal born juli seattl washington spent earli year seattl famili move boyl height neighborhood lo angel
989,990,nisei femal born august bainbridg island washington dure world war ii remov famili manzanar concentr camp california after
990,991,sansei male born august berkeley california graduat uc berkeley degre social welfar attend pacif school religion
991,992,nisei male born januari sacramento california grew sacramento dure world war ii remov sacramento walerga assembl center
992,993,nisei male born june montebello california grew california spend short time japan prior world war ii after
993,994,nisei femal born april vancouv washington grew vancouv parent ran farm dure world war ii remov
994,995,nisei femal born juli berkeley california grew richmond california father work santa fe railroad compani dure world
995,996,nisei male born juli redwood citi california grew san jose california dure world war ii remov santa anita
996,997,nisei male born februari bellevu washington grew bellevu parent oper farm dure world war ii remov
997,998,sansei femal born spokan washington father born british columbia canada mother born thoma washington grew
998,999,chine american male born may lo angel california grew lo angel father herbalist in marri
999,1000,sansei femal born juli seattl washington daughter gordon hirabayashi
